counts	frames	to_stop
244	1	-2951
282	2	-2950
185	0	-2949
262	1	-2948
299	2	-2947
193	0	-2946
334	1	-2945
253	2	-2944
125	0	-2943
329	1	-2942
181	2	-2941
157	0	-2940
299	1	-2939
307	2	-2938
186	0	-2937
320	1	-2936
248	2	-2935
146	0	-2934
252	1	-2933
259	2	-2932
145	0	-2931
364	1	-2930
245	2	-2929
142	0	-2928
247	1	-2927
138	2	-2926
104	0	-2925
290	1	-2924
168	2	-2923
123	0	-2922
282	1	-2921
205	2	-2920
187	0	-2919
267	1	-2918
235	2	-2917
135	0	-2916
299	1	-2915
283	2	-2914
124	0	-2913
232	1	-2912
164	2	-2911
198	0	-2910
250	1	-2909
161	2	-2908
136	0	-2907
353	1	-2906
333	2	-2905
132	0	-2904
319	1	-2903
225	2	-2902
161	0	-2901
333	1	-2900
205	2	-2899
141	0	-2898
282	1	-2897
189	2	-2896
140	0	-2895
316	1	-2894
230	2	-2893
161	0	-2892
447	1	-2891
316	2	-2890
146	0	-2889
358	1	-2888
319	2	-2887
145	0	-2886
306	1	-2885
211	2	-2884
167	0	-2883
339	1	-2882
187	2	-2881
160	0	-2880
344	1	-2879
275	2	-2878
199	0	-2877
348	1	-2876
308	2	-2875
191	0	-2874
401	1	-2873
408	2	-2872
196	0	-2871
317	1	-2870
216	2	-2869
121	0	-2868
270	1	-2867
226	2	-2866
122	0	-2865
337	1	-2864
193	2	-2863
200	0	-2862
397	1	-2861
253	2	-2860
171	0	-2859
371	1	-2858
401	2	-2857
141	0	-2856
400	1	-2855
230	2	-2854
170	0	-2853
285	1	-2852
211	2	-2851
131	0	-2850
316	1	-2849
231	2	-2848
177	0	-2847
322	1	-2846
302	2	-2845
182	0	-2844
373	1	-2843
308	2	-2842
175	0	-2841
368	1	-2840
359	2	-2839
167	0	-2838
403	1	-2837
335	2	-2836
166	0	-2835
320	1	-2834
267	2	-2833
155	0	-2832
365	1	-2831
217	2	-2830
155	0	-2829
277	1	-2828
230	2	-2827
193	0	-2826
428	1	-2825
238	2	-2824
123	0	-2823
336	1	-2822
267	2	-2821
161	0	-2820
354	1	-2819
247	2	-2818
179	0	-2817
334	1	-2816
311	2	-2815
200	0	-2814
340	1	-2813
282	2	-2812
173	0	-2811
316	1	-2810
217	2	-2809
200	0	-2808
426	1	-2807
247	2	-2806
158	0	-2805
296	1	-2804
268	2	-2803
207	0	-2802
275	1	-2801
295	2	-2800
149	0	-2799
353	1	-2798
219	2	-2797
173	0	-2796
286	1	-2795
234	2	-2794
195	0	-2793
393	1	-2792
213	2	-2791
164	0	-2790
300	1	-2789
288	2	-2788
181	0	-2787
276	1	-2786
289	2	-2785
178	0	-2784
391	1	-2783
414	2	-2782
204	0	-2781
291	1	-2780
440	2	-2779
211	0	-2778
369	1	-2777
265	2	-2776
157	0	-2775
356	1	-2774
238	2	-2773
282	0	-2772
406	1	-2771
302	2	-2770
196	0	-2769
387	1	-2768
367	2	-2767
211	0	-2766
508	1	-2765
348	2	-2764
232	0	-2763
449	1	-2762
299	2	-2761
228	0	-2760
365	1	-2759
355	2	-2758
198	0	-2757
478	1	-2756
265	2	-2755
176	0	-2754
468	1	-2753
271	2	-2752
202	0	-2751
374	1	-2750
274	2	-2749
244	0	-2748
391	1	-2747
332	2	-2746
210	0	-2745
393	1	-2744
255	2	-2743
168	0	-2742
337	1	-2741
239	2	-2740
136	0	-2739
371	1	-2738
320	2	-2737
226	0	-2736
390	1	-2735
314	2	-2734
234	0	-2733
284	1	-2732
232	2	-2731
148	0	-2730
396	1	-2729
234	2	-2728
181	0	-2727
343	1	-2726
247	2	-2725
215	0	-2724
308	1	-2723
300	2	-2722
213	0	-2721
353	1	-2720
205	2	-2719
172	0	-2718
421	1	-2717
280	2	-2716
186	0	-2715
264	1	-2714
199	2	-2713
207	0	-2712
450	1	-2711
322	2	-2710
267	0	-2709
399	1	-2708
397	2	-2707
176	0	-2706
325	1	-2705
293	2	-2704
240	0	-2703
470	1	-2702
301	2	-2701
222	0	-2700
397	1	-2699
339	2	-2698
300	0	-2697
391	1	-2696
386	2	-2695
205	0	-2694
506	1	-2693
309	2	-2692
194	0	-2691
495	1	-2690
331	2	-2689
282	0	-2688
468	1	-2687
429	2	-2686
265	0	-2685
399	1	-2684
400	2	-2683
154	0	-2682
299	1	-2681
225	2	-2680
249	0	-2679
368	1	-2678
355	2	-2677
185	0	-2676
450	1	-2675
495	2	-2674
230	0	-2673
421	1	-2672
265	2	-2671
194	0	-2670
447	1	-2669
382	2	-2668
246	0	-2667
329	1	-2666
302	2	-2665
209	0	-2664
477	1	-2663
281	2	-2662
191	0	-2661
358	1	-2660
344	2	-2659
172	0	-2658
469	1	-2657
270	2	-2656
227	0	-2655
409	1	-2654
354	2	-2653
197	0	-2652
463	1	-2651
256	2	-2650
170	0	-2649
415	1	-2648
362	2	-2647
225	0	-2646
339	1	-2645
373	2	-2644
319	0	-2643
365	1	-2642
334	2	-2641
182	0	-2640
451	1	-2639
364	2	-2638
228	0	-2637
415	1	-2636
307	2	-2635
258	0	-2634
341	1	-2633
380	2	-2632
224	0	-2631
434	1	-2630
377	2	-2629
195	0	-2628
417	1	-2627
232	2	-2626
166	0	-2625
395	1	-2624
265	2	-2623
316	0	-2622
417	1	-2621
296	2	-2620
220	0	-2619
414	1	-2618
490	2	-2617
285	0	-2616
394	1	-2615
302	2	-2614
202	0	-2613
518	1	-2612
318	2	-2611
257	0	-2610
699	1	-2609
381	2	-2608
240	0	-2607
574	1	-2606
444	2	-2605
239	0	-2604
477	1	-2603
406	2	-2602
232	0	-2601
448	1	-2600
353	2	-2599
222	0	-2598
612	1	-2597
396	2	-2596
240	0	-2595
486	1	-2594
337	2	-2593
337	0	-2592
424	1	-2591
439	2	-2590
280	0	-2589
459	1	-2588
411	2	-2587
244	0	-2586
375	1	-2585
428	2	-2584
195	0	-2583
494	1	-2582
358	2	-2581
388	0	-2580
687	1	-2579
345	2	-2578
201	0	-2577
471	1	-2576
576	2	-2575
249	0	-2574
511	1	-2573
367	2	-2572
234	0	-2571
520	1	-2570
415	2	-2569
178	0	-2568
472	1	-2567
365	2	-2566
343	0	-2565
434	1	-2564
365	2	-2563
229	0	-2562
561	1	-2561
445	2	-2560
325	0	-2559
440	1	-2558
360	2	-2557
323	0	-2556
427	1	-2555
574	2	-2554
284	0	-2553
364	1	-2552
395	2	-2551
202	0	-2550
521	1	-2549
423	2	-2548
263	0	-2547
480	1	-2546
339	2	-2545
233	0	-2544
435	1	-2543
356	2	-2542
303	0	-2541
917	1	-2540
508	2	-2539
254	0	-2538
467	1	-2537
362	2	-2536
316	0	-2535
606	1	-2534
400	2	-2533
320	0	-2532
490	1	-2531
413	2	-2530
270	0	-2529
473	1	-2528
461	2	-2527
274	0	-2526
547	1	-2525
340	2	-2524
242	0	-2523
670	1	-2522
402	2	-2521
315	0	-2520
529	1	-2519
416	2	-2518
264	0	-2517
543	1	-2516
546	2	-2515
260	0	-2514
508	1	-2513
440	2	-2512
477	0	-2511
595	1	-2510
348	2	-2509
238	0	-2508
381	1	-2507
365	2	-2506
255	0	-2505
462	1	-2504
472	2	-2503
341	0	-2502
714	1	-2501
464	2	-2500
242	0	-2499
506	1	-2498
407	2	-2497
492	0	-2496
504	1	-2495
393	2	-2494
261	0	-2493
497	1	-2492
476	2	-2491
618	0	-2490
655	1	-2489
483	2	-2488
335	0	-2487
403	1	-2486
440	2	-2485
229	0	-2484
503	1	-2483
422	2	-2482
432	0	-2481
552	1	-2480
607	2	-2479
602	0	-2478
580	1	-2477
514	2	-2476
358	0	-2475
703	1	-2474
439	2	-2473
207	0	-2472
519	1	-2471
387	2	-2470
231	0	-2469
474	1	-2468
435	2	-2467
338	0	-2466
513	1	-2465
665	2	-2464
363	0	-2463
595	1	-2462
564	2	-2461
313	0	-2460
624	1	-2459
578	2	-2458
219	0	-2457
612	1	-2456
487	2	-2455
352	0	-2454
884	1	-2453
455	2	-2452
454	0	-2451
942	1	-2450
486	2	-2449
393	0	-2448
850	1	-2447
750	2	-2446
299	0	-2445
474	1	-2444
374	2	-2443
202	0	-2442
515	1	-2441
401	2	-2440
315	0	-2439
722	1	-2438
458	2	-2437
470	0	-2436
482	1	-2435
541	2	-2434
500	0	-2433
609	1	-2432
443	2	-2431
238	0	-2430
586	1	-2429
398	2	-2428
302	0	-2427
498	1	-2426
437	2	-2425
327	0	-2424
519	1	-2423
341	2	-2422
207	0	-2421
567	1	-2420
449	2	-2419
335	0	-2418
544	1	-2417
488	2	-2416
256	0	-2415
894	1	-2414
612	2	-2413
653	0	-2412
606	1	-2411
326	2	-2410
261	0	-2409
470	1	-2408
366	2	-2407
392	0	-2406
503	1	-2405
558	2	-2404
345	0	-2403
639	1	-2402
651	2	-2401
328	0	-2400
711	1	-2399
441	2	-2398
310	0	-2397
589	1	-2396
625	2	-2395
373	0	-2394
583	1	-2393
386	2	-2392
323	0	-2391
536	1	-2390
614	2	-2389
398	0	-2388
747	1	-2387
659	2	-2386
310	0	-2385
895	1	-2384
440	2	-2383
366	0	-2382
713	1	-2381
679	2	-2380
298	0	-2379
616	1	-2378
474	2	-2377
277	0	-2376
434	1	-2375
474	2	-2374
346	0	-2373
496	1	-2372
410	2	-2371
261	0	-2370
1145	1	-2369
448	2	-2368
367	0	-2367
594	1	-2366
589	2	-2365
269	0	-2364
572	1	-2363
470	2	-2362
350	0	-2361
627	1	-2360
498	2	-2359
452	0	-2358
593	1	-2357
622	2	-2356
342	0	-2355
493	1	-2354
445	2	-2353
437	0	-2352
615	1	-2351
621	2	-2350
302	0	-2349
655	1	-2348
508	2	-2347
326	0	-2346
552	1	-2345
424	2	-2344
483	0	-2343
553	1	-2342
441	2	-2341
306	0	-2340
615	1	-2339
454	2	-2338
300	0	-2337
589	1	-2336
405	2	-2335
318	0	-2334
511	1	-2333
496	2	-2332
243	0	-2331
466	1	-2330
349	2	-2329
402	0	-2328
598	1	-2327
468	2	-2326
321	0	-2325
727	1	-2324
572	2	-2323
445	0	-2322
612	1	-2321
542	2	-2320
407	0	-2319
487	1	-2318
543	2	-2317
500	0	-2316
1205	1	-2315
1083	2	-2314
459	0	-2313
629	1	-2312
599	2	-2311
314	0	-2310
582	1	-2309
416	2	-2308
333	0	-2307
634	1	-2306
517	2	-2305
359	0	-2304
548	1	-2303
555	2	-2302
341	0	-2301
672	1	-2300
473	2	-2299
477	0	-2298
714	1	-2297
1016	2	-2296
329	0	-2295
703	1	-2294
547	2	-2293
261	0	-2292
576	1	-2291
385	2	-2290
345	0	-2289
556	1	-2288
685	2	-2287
399	0	-2286
718	1	-2285
541	2	-2284
346	0	-2283
559	1	-2282
367	2	-2281
342	0	-2280
682	1	-2279
469	2	-2278
273	0	-2277
752	1	-2276
585	2	-2275
318	0	-2274
665	1	-2273
481	2	-2272
358	0	-2271
607	1	-2270
703	2	-2269
276	0	-2268
541	1	-2267
415	2	-2266
514	0	-2265
623	1	-2264
480	2	-2263
519	0	-2262
895	1	-2261
631	2	-2260
352	0	-2259
640	1	-2258
445	2	-2257
390	0	-2256
539	1	-2255
583	2	-2254
316	0	-2253
580	1	-2252
574	2	-2251
309	0	-2250
742	1	-2249
431	2	-2248
383	0	-2247
632	1	-2246
537	2	-2245
323	0	-2244
715	1	-2243
532	2	-2242
328	0	-2241
631	1	-2240
507	2	-2239
471	0	-2238
542	1	-2237
599	2	-2236
345	0	-2235
674	1	-2234
486	2	-2233
401	0	-2232
783	1	-2231
491	2	-2230
551	0	-2229
588	1	-2228
793	2	-2227
676	0	-2226
2031	1	-2225
1668	2	-2224
492	0	-2223
606	1	-2222
617	2	-2221
489	0	-2220
793	1	-2219
588	2	-2218
466	0	-2217
820	1	-2216
519	2	-2215
320	0	-2214
868	1	-2213
816	2	-2212
419	0	-2211
845	1	-2210
595	2	-2209
323	0	-2208
585	1	-2207
531	2	-2206
402	0	-2205
857	1	-2204
636	2	-2203
444	0	-2202
712	1	-2201
537	2	-2200
344	0	-2199
620	1	-2198
501	2	-2197
417	0	-2196
650	1	-2195
651	2	-2194
278	0	-2193
720	1	-2192
689	2	-2191
416	0	-2190
861	1	-2189
476	2	-2188
364	0	-2187
862	1	-2186
688	2	-2185
332	0	-2184
711	1	-2183
644	2	-2182
485	0	-2181
670	1	-2180
558	2	-2179
459	0	-2178
886	1	-2177
875	2	-2176
704	0	-2175
1019	1	-2174
625	2	-2173
360	0	-2172
1040	1	-2171
671	2	-2170
702	0	-2169
751	1	-2168
739	2	-2167
408	0	-2166
820	1	-2165
645	2	-2164
543	0	-2163
1031	1	-2162
648	2	-2161
412	0	-2160
831	1	-2159
547	2	-2158
401	0	-2157
795	1	-2156
484	2	-2155
490	0	-2154
767	1	-2153
632	2	-2152
469	0	-2151
696	1	-2150
674	2	-2149
437	0	-2148
712	1	-2147
713	2	-2146
358	0	-2145
778	1	-2144
518	2	-2143
374	0	-2142
757	1	-2141
619	2	-2140
475	0	-2139
908	1	-2138
655	2	-2137
367	0	-2136
789	1	-2135
912	2	-2134
407	0	-2133
790	1	-2132
563	2	-2131
461	0	-2130
903	1	-2129
617	2	-2128
807	0	-2127
685	1	-2126
752	2	-2125
346	0	-2124
775	1	-2123
619	2	-2122
457	0	-2121
657	1	-2120
487	2	-2119
378	0	-2118
914	1	-2117
781	2	-2116
364	0	-2115
700	1	-2114
583	2	-2113
465	0	-2112
718	1	-2111
572	2	-2110
371	0	-2109
711	1	-2108
615	2	-2107
413	0	-2106
661	1	-2105
666	2	-2104
373	0	-2103
806	1	-2102
558	2	-2101
431	0	-2100
726	1	-2099
604	2	-2098
374	0	-2097
700	1	-2096
581	2	-2095
322	0	-2094
666	1	-2093
437	2	-2092
417	0	-2091
856	1	-2090
623	2	-2089
355	0	-2088
612	1	-2087
554	2	-2086
541	0	-2085
841	1	-2084
685	2	-2083
393	0	-2082
738	1	-2081
537	2	-2080
476	0	-2079
700	1	-2078
728	2	-2077
362	0	-2076
788	1	-2075
645	2	-2074
373	0	-2073
662	1	-2072
534	2	-2071
465	0	-2070
942	1	-2069
734	2	-2068
420	0	-2067
763	1	-2066
693	2	-2065
461	0	-2064
829	1	-2063
676	2	-2062
499	0	-2061
799	1	-2060
668	2	-2059
400	0	-2058
789	1	-2057
847	2	-2056
475	0	-2055
978	1	-2054
848	2	-2053
630	0	-2052
904	1	-2051
748	2	-2050
652	0	-2049
700	1	-2048
599	2	-2047
504	0	-2046
784	1	-2045
735	2	-2044
419	0	-2043
896	1	-2042
707	2	-2041
638	0	-2040
816	1	-2039
999	2	-2038
556	0	-2037
930	1	-2036
644	2	-2035
488	0	-2034
780	1	-2033
802	2	-2032
587	0	-2031
1042	1	-2030
887	2	-2029
507	0	-2028
1100	1	-2027
692	2	-2026
475	0	-2025
1000	1	-2024
737	2	-2023
511	0	-2022
968	1	-2021
695	2	-2020
415	0	-2019
853	1	-2018
684	2	-2017
402	0	-2016
847	1	-2015
756	2	-2014
537	0	-2013
916	1	-2012
713	2	-2011
518	0	-2010
975	1	-2009
1063	2	-2008
605	0	-2007
922	1	-2006
676	2	-2005
510	0	-2004
801	1	-2003
721	2	-2002
471	0	-2001
852	1	-2000
787	2	-1999
447	0	-1998
1528	1	-1997
725	2	-1996
557	0	-1995
1023	1	-1994
637	2	-1993
424	0	-1992
885	1	-1991
648	2	-1990
740	0	-1989
937	1	-1988
867	2	-1987
452	0	-1986
773	1	-1985
707	2	-1984
453	0	-1983
809	1	-1982
613	2	-1981
473	0	-1980
863	1	-1979
717	2	-1978
437	0	-1977
943	1	-1976
879	2	-1975
561	0	-1974
861	1	-1973
1053	2	-1972
538	0	-1971
813	1	-1970
851	2	-1969
373	0	-1968
893	1	-1967
681	2	-1966
490	0	-1965
838	1	-1964
852	2	-1963
522	0	-1962
815	1	-1961
756	2	-1960
476	0	-1959
833	1	-1958
758	2	-1957
595	0	-1956
1095	1	-1955
785	2	-1954
440	0	-1953
1013	1	-1952
959	2	-1951
575	0	-1950
1180	1	-1949
832	2	-1948
544	0	-1947
970	1	-1946
776	2	-1945
456	0	-1944
774	1	-1943
597	2	-1942
532	0	-1941
1101	1	-1940
766	2	-1939
515	0	-1938
1169	1	-1937
734	2	-1936
589	0	-1935
1282	1	-1934
787	2	-1933
712	0	-1932
1036	1	-1931
796	2	-1930
622	0	-1929
1123	1	-1928
1111	2	-1927
548	0	-1926
1347	1	-1925
1116	2	-1924
832	0	-1923
1183	1	-1922
931	2	-1921
540	0	-1920
1228	1	-1919
1155	2	-1918
587	0	-1917
1142	1	-1916
786	2	-1915
534	0	-1914
1069	1	-1913
696	2	-1912
469	0	-1911
1135	1	-1910
964	2	-1909
687	0	-1908
1020	1	-1907
1126	2	-1906
514	0	-1905
1042	1	-1904
972	2	-1903
825	0	-1902
989	1	-1901
836	2	-1900
523	0	-1899
971	1	-1898
818	2	-1897
494	0	-1896
1082	1	-1895
763	2	-1894
646	0	-1893
1010	1	-1892
982	2	-1891
702	0	-1890
1414	1	-1889
1019	2	-1888
602	0	-1887
944	1	-1886
958	2	-1885
577	0	-1884
864	1	-1883
678	2	-1882
542	0	-1881
1038	1	-1880
825	2	-1879
600	0	-1878
1228	1	-1877
895	2	-1876
482	0	-1875
1188	1	-1874
1089	2	-1873
1018	0	-1872
1197	1	-1871
778	2	-1870
652	0	-1869
1380	1	-1868
1144	2	-1867
559	0	-1866
966	1	-1865
666	2	-1864
466	0	-1863
1160	1	-1862
912	2	-1861
526	0	-1860
1331	1	-1859
899	2	-1858
685	0	-1857
1180	1	-1856
671	2	-1855
662	0	-1854
1009	1	-1853
966	2	-1852
509	0	-1851
1113	1	-1850
973	2	-1849
708	0	-1848
1074	1	-1847
1034	2	-1846
680	0	-1845
1172	1	-1844
1248	2	-1843
653	0	-1842
1305	1	-1841
1356	2	-1840
651	0	-1839
1208	1	-1838
846	2	-1837
627	0	-1836
1507	1	-1835
1184	2	-1834
731	0	-1833
1240	1	-1832
1162	2	-1831
581	0	-1830
1353	1	-1829
976	2	-1828
720	0	-1827
1324	1	-1826
991	2	-1825
909	0	-1824
1281	1	-1823
1262	2	-1822
661	0	-1821
939	1	-1820
1068	2	-1819
722	0	-1818
1176	1	-1817
1073	2	-1816
675	0	-1815
1138	1	-1814
985	2	-1813
986	0	-1812
1196	1	-1811
1133	2	-1810
666	0	-1809
1343	1	-1808
1277	2	-1807
796	0	-1806
1241	1	-1805
980	2	-1804
602	0	-1803
1294	1	-1802
1443	2	-1801
798	0	-1800
1390	1	-1799
814	2	-1798
540	0	-1797
1066	1	-1796
1023	2	-1795
638	0	-1794
1197	1	-1793
1029	2	-1792
781	0	-1791
1205	1	-1790
934	2	-1789
608	0	-1788
1411	1	-1787
1198	2	-1786
836	0	-1785
1307	1	-1784
1077	2	-1783
739	0	-1782
1183	1	-1781
1102	2	-1780
634	0	-1779
1121	1	-1778
873	2	-1777
575	0	-1776
1200	1	-1775
1126	2	-1774
689	0	-1773
1473	1	-1772
1402	2	-1771
745	0	-1770
1314	1	-1769
1084	2	-1768
727	0	-1767
1143	1	-1766
1127	2	-1765
677	0	-1764
1305	1	-1763
1170	2	-1762
739	0	-1761
1695	1	-1760
1127	2	-1759
790	0	-1758
1484	1	-1757
825	2	-1756
907	0	-1755
1140	1	-1754
1162	2	-1753
664	0	-1752
1288	1	-1751
1341	2	-1750
808	0	-1749
1389	1	-1748
867	2	-1747
682	0	-1746
1249	1	-1745
1369	2	-1744
815	0	-1743
1269	1	-1742
1226	2	-1741
653	0	-1740
1436	1	-1739
1173	2	-1738
721	0	-1737
1507	1	-1736
1071	2	-1735
737	0	-1734
1418	1	-1733
1125	2	-1732
734	0	-1731
1299	1	-1730
1038	2	-1729
679	0	-1728
1486	1	-1727
1130	2	-1726
890	0	-1725
1488	1	-1724
1115	2	-1723
781	0	-1722
1181	1	-1721
1100	2	-1720
757	0	-1719
1432	1	-1718
1206	2	-1717
747	0	-1716
1371	1	-1715
1256	2	-1714
676	0	-1713
1356	1	-1712
1288	2	-1711
941	0	-1710
1543	1	-1709
1452	2	-1708
908	0	-1707
1277	1	-1706
1260	2	-1705
745	0	-1704
1459	1	-1703
1281	2	-1702
739	0	-1701
1687	1	-1700
1327	2	-1699
972	0	-1698
1890	1	-1697
1744	2	-1696
815	0	-1695
1566	1	-1694
1221	2	-1693
841	0	-1692
1527	1	-1691
1204	2	-1690
924	0	-1689
1723	1	-1688
1123	2	-1687
905	0	-1686
1484	1	-1685
1270	2	-1684
813	0	-1683
1672	1	-1682
1269	2	-1681
982	0	-1680
1430	1	-1679
1217	2	-1678
823	0	-1677
1852	1	-1676
1459	2	-1675
1120	0	-1674
1597	1	-1673
1303	2	-1672
877	0	-1671
1672	1	-1670
1254	2	-1669
943	0	-1668
1418	1	-1667
1226	2	-1666
1984	0	-1665
1818	1	-1664
2032	2	-1663
988	0	-1662
1923	1	-1661
1363	2	-1660
958	0	-1659
1502	1	-1658
1102	2	-1657
863	0	-1656
1500	1	-1655
1445	2	-1654
845	0	-1653
2325	1	-1652
1313	2	-1651
1007	0	-1650
1730	1	-1649
1321	2	-1648
923	0	-1647
1948	1	-1646
1151	2	-1645
949	0	-1644
1496	1	-1643
1570	2	-1642
821	0	-1641
2153	1	-1640
1594	2	-1639
907	0	-1638
1936	1	-1637
1432	2	-1636
1244	0	-1635
1972	1	-1634
1836	2	-1633
1248	0	-1632
1858	1	-1631
2815	2	-1630
1131	0	-1629
2862	1	-1628
3468	2	-1627
1563	0	-1626
3101	1	-1625
1403	2	-1624
845	0	-1623
1929	1	-1622
1236	2	-1621
1148	0	-1620
1514	1	-1619
1502	2	-1618
1052	0	-1617
2021	1	-1616
2164	2	-1615
953	0	-1614
1964	1	-1613
1451	2	-1612
1264	0	-1611
1705	1	-1610
1299	2	-1609
877	0	-1608
1444	1	-1607
1461	2	-1606
870	0	-1605
1507	1	-1604
1269	2	-1603
951	0	-1602
2075	1	-1601
1649	2	-1600
1218	0	-1599
1704	1	-1598
1482	2	-1597
1439	0	-1596
2161	1	-1595
1888	2	-1594
1460	0	-1593
2614	1	-1592
1978	2	-1591
972	0	-1590
2035	1	-1589
1398	2	-1588
960	0	-1587
2077	1	-1586
1982	2	-1585
1415	0	-1584
1757	1	-1583
1871	2	-1582
1170	0	-1581
1954	1	-1580
2164	2	-1579
937	0	-1578
1708	1	-1577
1492	2	-1576
1033	0	-1575
1746	1	-1574
1836	2	-1573
1046	0	-1572
2021	1	-1571
1866	2	-1570
1372	0	-1569
2661	1	-1568
1991	2	-1567
1191	0	-1566
2539	1	-1565
2316	2	-1564
1339	0	-1563
2126	1	-1562
1820	2	-1561
951	0	-1560
2081	1	-1559
1828	2	-1558
1010	0	-1557
2300	1	-1556
1661	2	-1555
1115	0	-1554
1760	1	-1553
1674	2	-1552
1254	0	-1551
1931	1	-1550
1650	2	-1549
2054	0	-1548
2114	1	-1547
1853	2	-1546
1083	0	-1545
1713	1	-1544
1679	2	-1543
1232	0	-1542
2283	1	-1541
1598	2	-1540
1040	0	-1539
2306	1	-1538
2118	2	-1537
1403	0	-1536
2108	1	-1535
2397	2	-1534
1134	0	-1533
1896	1	-1532
1764	2	-1531
939	0	-1530
2550	1	-1529
1538	2	-1528
1401	0	-1527
2327	1	-1526
2354	2	-1525
1934	0	-1524
2303	1	-1523
2193	2	-1522
1237	0	-1521
2641	1	-1520
2441	2	-1519
1575	0	-1518
2327	1	-1517
1884	2	-1516
1515	0	-1515
2215	1	-1514
1928	2	-1513
1760	0	-1512
2375	1	-1511
2844	2	-1510
1396	0	-1509
2406	1	-1508
1923	2	-1507
1327	0	-1506
1847	1	-1505
1886	2	-1504
1098	0	-1503
1773	1	-1502
1996	2	-1501
1276	0	-1500
2735	1	-1499
1702	2	-1498
1371	0	-1497
2125	1	-1496
1964	2	-1495
1344	0	-1494
2154	1	-1493
1752	2	-1492
1297	0	-1491
2494	1	-1490
1839	2	-1489
1162	0	-1488
2595	1	-1487
1796	2	-1486
1074	0	-1485
2389	1	-1484
1676	2	-1483
1173	0	-1482
1838	1	-1481
1770	2	-1480
1532	0	-1479
2360	1	-1478
2121	2	-1477
1903	0	-1476
3758	1	-1475
3872	2	-1474
1448	0	-1473
2438	1	-1472
1896	2	-1471
1201	0	-1470
2460	1	-1469
2087	2	-1468
1440	0	-1467
2588	1	-1466
2410	2	-1465
1314	0	-1464
2276	1	-1463
1762	2	-1462
1157	0	-1461
2337	1	-1460
1818	2	-1459
1483	0	-1458
2434	1	-1457
2203	2	-1456
1680	0	-1455
2503	1	-1454
2134	2	-1453
1099	0	-1452
2316	1	-1451
1940	2	-1450
1349	0	-1449
2135	1	-1448
2062	2	-1447
1656	0	-1446
2652	1	-1445
2479	2	-1444
1504	0	-1443
2463	1	-1442
2048	2	-1441
1621	0	-1440
2136	1	-1439
2189	2	-1438
1732	0	-1437
1945	1	-1436
2383	2	-1435
1086	0	-1434
2343	1	-1433
2524	2	-1432
1283	0	-1431
2473	1	-1430
1838	2	-1429
1174	0	-1428
2100	1	-1427
1868	2	-1426
1336	0	-1425
2364	1	-1424
2286	2	-1423
1407	0	-1422
2485	1	-1421
1949	2	-1420
1470	0	-1419
3372	1	-1418
2303	2	-1417
1610	0	-1416
2606	1	-1415
3365	2	-1414
1372	0	-1413
3135	1	-1412
2017	2	-1411
1493	0	-1410
3317	1	-1409
2943	2	-1408
1714	0	-1407
2561	1	-1406
2668	2	-1405
1398	0	-1404
3045	1	-1403
2319	2	-1402
1633	0	-1401
2780	1	-1400
2160	2	-1399
1513	0	-1398
2532	1	-1397
2174	2	-1396
1282	0	-1395
2299	1	-1394
1980	2	-1393
1530	0	-1392
2413	1	-1391
1843	2	-1390
1686	0	-1389
4187	1	-1388
2719	2	-1387
2066	0	-1386
2758	1	-1385
1957	2	-1384
1815	0	-1383
2949	1	-1382
2828	2	-1381
1917	0	-1380
2916	1	-1379
2506	2	-1378
1354	0	-1377
2645	1	-1376
2392	2	-1375
1279	0	-1374
2484	1	-1373
1932	2	-1372
1540	0	-1371
4280	1	-1370
2494	2	-1369
2371	0	-1368
3491	1	-1367
2853	2	-1366
2414	0	-1365
2589	1	-1364
3530	2	-1363
1576	0	-1362
4424	1	-1361
2614	2	-1360
1660	0	-1359
3579	1	-1358
2491	2	-1357
1630	0	-1356
2740	1	-1355
2519	2	-1354
1644	0	-1353
2687	1	-1352
2459	2	-1351
1685	0	-1350
2921	1	-1349
2611	2	-1348
3394	0	-1347
4013	1	-1346
4741	2	-1345
2310	0	-1344
3041	1	-1343
2211	2	-1342
1778	0	-1341
3073	1	-1340
3436	2	-1339
2349	0	-1338
4847	1	-1337
3925	2	-1336
2542	0	-1335
5460	1	-1334
2941	2	-1333
2512	0	-1332
3451	1	-1331
3253	2	-1330
2252	0	-1329
2766	1	-1328
2233	2	-1327
1744	0	-1326
4056	1	-1325
5040	2	-1324
2018	0	-1323
4648	1	-1322
2895	2	-1321
2014	0	-1320
2658	1	-1319
2730	2	-1318
2199	0	-1317
2915	1	-1316
2719	2	-1315
1888	0	-1314
2680	1	-1313
3589	2	-1312
2174	0	-1311
4133	1	-1310
4620	2	-1309
2166	0	-1308
2688	1	-1307
4521	2	-1306
2324	0	-1305
3682	1	-1304
3082	2	-1303
1852	0	-1302
4022	1	-1301
3837	2	-1300
6705	0	-1299
5316	1	-1298
3988	2	-1297
2578	0	-1296
4654	1	-1295
4759	2	-1294
2268	0	-1293
3708	1	-1292
3630	2	-1291
2554	0	-1290
3525	1	-1289
4243	2	-1288
1796	0	-1287
3626	1	-1286
3112	2	-1285
2667	0	-1284
3685	1	-1283
4046	2	-1282
2878	0	-1281
3818	1	-1280
3638	2	-1279
5116	0	-1278
4391	1	-1277
4552	2	-1276
2160	0	-1275
3095	1	-1274
3401	2	-1273
2259	0	-1272
